Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
2251, 11532, 550, 281, 0, 0, 0, 0.9419913, 0.7235221
2301, 11514, 568, 281, 0, 0, 0, 0.9422807, 0.7245795
2351, 11503, 579, 281, 0, 0, 0, 0.9425349, 0.723668
2401, 11483, 599, 281, 0, 0, 0, 0.9429401, 0.7232106
2451, 11456, 626, 281, 0, 0, 0, 0.9433288, 0.7255754
2501, 11431, 651, 281, 0, 0, 0, 0.9435615, 0.7298513
2551, 11406, 676, 281, 0, 0, 0, 0.9437857, 0.7339738
2601, 11385, 697, 281, 0, 0, 0, 0.9441445, 0.7344358
2651, 11358, 724, 281, 0, 0, 0, 0.9447564, 0.7326583
2701, 11328, 754, 281, 0, 0, 0, 0.945356, 0.7320916
2751, 11293, 789, 281, 0, 0, 0, 0.9461147, 0.7306908
2801, 11264, 818, 281, 0, 0, 0, 0.9467489, 0.7295953
2851, 11244, 838, 281, 0, 0, 0, 0.9471352, 0.7295962
2901, 11215, 867, 281, 0, 0, 0, 0.9474726, 0.7325066
2951, 11188, 894, 281, 0, 0, 0, 0.9480618, 0.7316251
3001, 11159, 923, 281, 0, 0, 0, 0.9484583, 0.7336335
3051, 11123, 959, 281, 0, 0, 0, 0.9491153, 0.7340766
3101, 11090, 992, 281, 0, 0, 0, 0.9496033, 0.735774
3151, 11045, 1037, 281, 0, 0, 0, 0.950702, 0.7333524
3201, 11009, 1073, 281, 0, 0, 0, 0.9512198, 0.735332
3251, 10958, 1124, 281, 0, 0, 0, 0.9522089, 0.7354861
3301, 10905, 1177, 281, 0, 0, 0, 0.953337, 0.7347923
3351, 10870, 1212, 281, 0, 0, 0, 0.9541664, 0.7336664
3401, 10825, 1257, 281, 0, 0, 0, 0.9550871, 0.7336299
3451, 10790, 1292, 281, 0, 0, 0, 0.9556863, 0.7346213
3501, 10754, 1328, 281, 0, 0, 0, 0.956509, 0.7339507
3551, 10720, 1362, 281, 0, 0, 0, 0.9570964, 0.7348816
3601, 10690, 1392, 281, 0, 0, 0, 0.9574221, 0.737168
3651, 10652, 1430, 281, 0, 0, 0, 0.9580843, 0.7380875
3701, 10619, 1463, 281, 0, 0, 0, 0.958613, 0.739213
3751, 10585, 1497, 281, 0, 0, 0, 0.9589576, 0.7417586
3801, 10553, 1529, 281, 0, 0, 0, 0.9596791, 0.7413242
3851, 10524, 1558, 281, 0, 0, 0, 0.9600974, 0.7425626
3901, 10499, 1583, 281, 0, 0, 0, 0.9606975, 0.7420174
3951, 10459, 1623, 281, 0, 0, 0, 0.961456, 0.7425194
4001, 10430, 1652, 281, 0, 0, 0, 0.9620725, 0.7424709
4051, 10400, 1682, 281, 0, 0, 0, 0.9629115, 0.7411997
4101, 10370, 1712, 281, 0, 0, 0, 0.9634123, 0.7420512
4151, 10340, 1742, 281, 0, 0, 0, 0.9640163, 0.7422784
4201, 10305, 1777, 281, 0, 0, 0, 0.9648197, 0.7419872
4251, 10273, 1809, 281, 0, 0, 0, 0.9654325, 0.7424484
4301, 10241, 1841, 281, 0, 0, 0, 0.9660861, 0.7426888
4351, 10216, 1866, 281, 0, 0, 0, 0.9667343, 0.7421338
4401, 10186, 1896, 281, 0, 0, 0, 0.9674827, 0.7416667
4451, 10149, 1933, 281, 0, 0, 0, 0.9682945, 0.7417275
4501, 10113, 1969, 281, 0, 0, 0, 0.969052, 0.7419799
4551, 10067, 2015, 281, 0, 0, 0, 0.9701921, 0.7414681
4601, 10035, 2047, 281, 0, 0, 0, 0.9707814, 0.7421532
4651, 9994, 2088, 281, 0, 0, 0, 0.9720531, 0.7405553
4701, 9950, 2132, 281, 0, 0, 0, 0.9728161, 0.7417733
4751, 9904, 2178, 281, 0, 0, 0, 0.973842, 0.7419896
4801, 9866, 2216, 281, 0, 0, 0, 0.9747214, 0.7420493
4851, 9822, 2260, 281, 0, 0, 0, 0.9758142, 0.7418298
4901, 9790, 2292, 281, 0, 0, 0, 0.9763066, 0.7429941
4951, 9759, 2323, 281, 0, 0, 0, 0.976861, 0.7437767
5001, 9724, 2358, 281, 0, 0, 0, 0.9775131, 0.7445472
5051, 9687, 2395, 281, 0, 0, 0, 0.9781154, 0.7457107
5101, 9660, 2422, 281, 0, 0, 0, 0.9785246, 0.746669
5151, 9630, 2452, 281, 0, 0, 0, 0.9791956, 0.7468709
5201, 9596, 2486, 281, 0, 0, 0, 0.9798388, 0.7475652
5251, 9571, 2511, 281, 0, 0, 0, 0.9805791, 0.7470557
5301, 9537, 2545, 281, 0, 0, 0, 0.9810674, 0.7483449
5351, 9512, 2570, 281, 0, 0, 0, 0.9817697, 0.7480084
5401, 9479, 2603, 281, 0, 0, 0, 0.982371, 0.7487819
5451, 9452, 2630, 281, 0, 0, 0, 0.9829425, 0.7491261
5501, 9421, 2661, 281, 0, 0, 0, 0.9837384, 0.7490329
5551, 9391, 2691, 281, 0, 0, 0, 0.9844865, 0.7490383
5601, 9356, 2726, 281, 0, 0, 0, 0.9854236, 0.7488449
5651, 9322, 2760, 281, 0, 0, 0, 0.9858365, 0.7503639
5701, 9294, 2788, 281, 0, 0, 0, 0.9863379, 0.7510568
5751, 9246, 2836, 281, 0, 0, 0, 0.9876223, 0.7508522
5801, 9215, 2867, 281, 0, 0, 0, 0.9884563, 0.7507324
5851, 9191, 2891, 281, 0, 0, 0, 0.9892254, 0.7502599
5901, 9160, 2922, 281, 0, 0, 0, 0.9899244, 0.7506031
5951, 9123, 2959, 281, 0, 0, 0, 0.9905618, 0.7516305
6001, 9096, 2986, 281, 0, 0, 0, 0.9914639, 0.7510441
6051, 9075, 3007, 281, 0, 0, 0, 0.9918941, 0.7514244
6101, 9053, 3029, 281, 0, 0, 0, 0.9922562, 0.752089
6151, 9026, 3056, 281, 0, 0, 0, 0.9931305, 0.7516277
6201, 9001, 3081, 281, 0, 0, 0, 0.9938881, 0.7513742
6251, 8974, 3108, 281, 0, 0, 0, 0.9945799, 0.7514837
6301, 8951, 3131, 281, 0, 0, 0, 0.9950041, 0.7520566
6351, 8924, 3158, 281, 0, 0, 0, 0.9957534, 0.7520164
6401, 8901, 3181, 281, 0, 0, 0, 0.9963019, 0.7522436
6451, 8874, 3208, 281, 0, 0, 0, 0.9969222, 0.7525817
6501, 8845, 3237, 281, 0, 0, 0, 0.9974671, 0.7532815
6551, 8822, 3260, 281, 0, 0, 0, 0.9979143, 0.7537941
6601, 8800, 3282, 281, 0, 0, 0, 0.9985189, 0.7538087
6651, 8775, 3307, 281, 0, 0, 0, 0.9991726, 0.7539235
6701, 8747, 3335, 281, 0, 0, 0, 1.000173, 0.7533563
6751, 8712, 3370, 281, 0, 0, 0, 1.001318, 0.7529615
6801, 8690, 3392, 281, 0, 0, 0, 1.001614, 0.7538117
6851, 8661, 3421, 281, 0, 0, 0, 1.002445, 0.7538093
6901, 8638, 3444, 281, 0, 0, 0, 1.003027, 0.7540105
6951, 8614, 3468, 281, 0, 0, 0, 1.00343, 0.7547328
7001, 8596, 3486, 281, 0, 0, 0, 1.003988, 0.7546414
7051, 8571, 3511, 281, 0, 0, 0, 1.004585, 0.754958
7101, 8551, 3531, 281, 0, 0, 0, 1.005191, 0.7549055
7151, 8527, 3555, 281, 0, 0, 0, 1.005937, 0.7548058
7201, 8506, 3576, 281, 0, 0, 0, 1.006556, 0.7548078
7251, 8485, 3597, 281, 0, 0, 0, 1.007298, 0.7545263
7301, 8446, 3636, 281, 0, 0, 0, 1.00824, 0.7550499
7351, 8429, 3653, 281, 0, 0, 0, 1.008487, 0.7556595
7401, 8394, 3688, 281, 0, 0, 0, 1.009596, 0.7555339
7451, 8375, 3707, 281, 0, 0, 0, 1.009807, 0.7563595
7501, 8345, 3737, 281, 0, 0, 0, 1.010996, 0.7557371
7551, 8319, 3763, 281, 0, 0, 0, 1.012002, 0.7552776
7601, 8283, 3799, 281, 0, 0, 0, 1.012988, 0.7555606
7651, 8249, 3833, 281, 0, 0, 0, 1.014331, 0.754954
7701, 8222, 3860, 281, 0, 0, 0, 1.01547, 0.7543426
7751, 8195, 3887, 281, 0, 0, 0, 1.015927, 0.755192
7801, 8166, 3916, 281, 0, 0, 0, 1.017147, 0.7545793
7851, 8138, 3944, 281, 0, 0, 0, 1.017976, 0.7547325
7901, 8112, 3970, 281, 0, 0, 0, 1.018664, 0.7550501
7951, 8091, 3991, 281, 0, 0, 0, 1.019345, 0.755057
8001, 8056, 4026, 281, 0, 0, 0, 1.02023, 0.7555844
8051, 8023, 4059, 281, 0, 0, 0, 1.020946, 0.7563209
8101, 7992, 4090, 281, 0, 0, 0, 1.021981, 0.7563041
8151, 7955, 4127, 281, 0, 0, 0, 1.02326, 0.7562192
8201, 7932, 4150, 281, 0, 0, 0, 1.023997, 0.7562907
8251, 7898, 4184, 281, 0, 0, 0, 1.024848, 0.7568598
8301, 7873, 4209, 281, 0, 0, 0, 1.02586, 0.7565577
8351, 7839, 4243, 281, 0, 0, 0, 1.026911, 0.756775
8401, 7817, 4265, 281, 0, 0, 0, 1.027657, 0.7567996
8451, 7795, 4287, 281, 0, 0, 0, 1.028136, 0.7573195
8501, 7765, 4317, 281, 0, 0, 0, 1.028885, 0.7578539
8551, 7739, 4343, 281, 0, 0, 0, 1.030032, 0.7574331
8601, 7720, 4362, 281, 0, 0, 0, 1.030446, 0.7578875
8651, 7692, 4390, 281, 0, 0, 0, 1.031579, 0.7576409
8701, 7665, 4417, 281, 0, 0, 0, 1.032538, 0.75765
8751, 7649, 4433, 281, 0, 0, 0, 1.033239, 0.7574335
8801, 7625, 4457, 281, 0, 0, 0, 1.034142, 0.7573734
8851, 7595, 4487, 281, 0, 0, 0, 1.034998, 0.7577754
8901, 7571, 4511, 281, 0, 0, 0, 1.03608, 0.7574347
8951, 7551, 4531, 281, 0, 0, 0, 1.036883, 0.7573265
9001, 7524, 4558, 281, 0, 0, 0, 1.038069, 0.7570251
9051, 7503, 4579, 281, 0, 0, 0, 1.03891, 0.7569355
9101, 7472, 4610, 281, 0, 0, 0, 1.040183, 0.7567688
9151, 7433, 4649, 281, 0, 0, 0, 1.041669, 0.756771
9201, 7412, 4670, 281, 0, 0, 0, 1.042161, 0.7572703
9251, 7382, 4700, 281, 0, 0, 0, 1.04333, 0.757253
9301, 7348, 4734, 281, 0, 0, 0, 1.045038, 0.7566571
9351, 7324, 4758, 281, 0, 0, 0, 1.046252, 0.7562424
9401, 7289, 4793, 281, 0, 0, 0, 1.047644, 0.7562427
9451, 7254, 4828, 281, 0, 0, 0, 1.048912, 0.7564504
9501, 7227, 4855, 281, 0, 0, 0, 1.050092, 0.7563207
9551, 7202, 4880, 281, 0, 0, 0, 1.051102, 0.7563357
9601, 7172, 4910, 281, 0, 0, 0, 1.052355, 0.7563055
9651, 7136, 4946, 281, 0, 0, 0, 1.053797, 0.7563797
9701, 7109, 4973, 281, 0, 0, 0, 1.055029, 0.7562345
9751, 7077, 5005, 281, 0, 0, 0, 1.056501, 0.7560635
9801, 7041, 5041, 281, 0, 0, 0, 1.058017, 0.7560915
9851, 7012, 5070, 281, 0, 0, 0, 1.059289, 0.7560592
9901, 6991, 5091, 281, 0, 0, 0, 1.060212, 0.7560429
9951, 6961, 5121, 281, 0, 0, 0, 1.061791, 0.7556782
10001, 6936, 5146, 281, 0, 0, 0, 1.06276, 0.7558587
10051, 6916, 5166, 281, 0, 0, 0, 1.063898, 0.7555236
10101, 6899, 5183, 281, 0, 0, 0, 1.06473, 0.7554279
10151, 6870, 5212, 281, 0, 0, 0, 1.066002, 0.7554721
10201, 6850, 5232, 281, 0, 0, 0, 1.066943, 0.7554275
10251, 6826, 5256, 281, 0, 0, 0, 1.067893, 0.7556154
10301, 6801, 5281, 281, 0, 0, 0, 1.068922, 0.7557684
10351, 6775, 5307, 281, 0, 0, 0, 1.070084, 0.75582
10401, 6751, 5331, 281, 0, 0, 0, 1.071335, 0.7556497
10451, 6731, 5351, 281, 0, 0, 0, 1.07253, 0.7553267
10501, 6718, 5364, 281, 0, 0, 0, 1.073103, 0.7553779
10551, 6704, 5378, 281, 0, 0, 0, 1.073552, 0.755645
10601, 6679, 5403, 281, 0, 0, 0, 1.074558, 0.7558727
10651, 6660, 5422, 281, 0, 0, 0, 1.075761, 0.7555116
10701, 6632, 5450, 281, 0, 0, 0, 1.077268, 0.7553231
10751, 6616, 5466, 281, 0, 0, 0, 1.0778, 0.7556223
10801, 6598, 5484, 281, 0, 0, 0, 1.078699, 0.7555979
10851, 6584, 5498, 281, 0, 0, 0, 1.079332, 0.7556631
10901, 6566, 5516, 281, 0, 0, 0, 1.080546, 0.7552733
10951, 6548, 5534, 281, 0, 0, 0, 1.081189, 0.755571
11001, 6530, 5552, 281, 0, 0, 0, 1.081861, 0.7558363
11051, 6512, 5570, 281, 0, 0, 0, 1.082609, 0.7560158
11101, 6492, 5590, 281, 0, 0, 0, 1.083429, 0.7562315
11151, 6471, 5611, 281, 0, 0, 0, 1.084683, 0.7560101
11201, 6449, 5633, 281, 0, 0, 0, 1.085755, 0.7560658
11251, 6426, 5656, 281, 0, 0, 0, 1.087097, 0.7558817
11301, 6409, 5673, 281, 0, 0, 0, 1.087854, 0.7560201
11351, 6396, 5686, 281, 0, 0, 0, 1.088619, 0.7559176
11401, 6380, 5702, 281, 0, 0, 0, 1.089411, 0.7559657
11451, 6364, 5718, 281, 0, 0, 0, 1.090376, 0.755824
11501, 6342, 5740, 281, 0, 0, 0, 1.091416, 0.7559571
11551, 6329, 5753, 281, 0, 0, 0, 1.091848, 0.75624
11601, 6315, 5767, 281, 0, 0, 0, 1.092791, 0.7560219
11651, 6306, 5776, 281, 0, 0, 0, 1.093017, 0.7563004
11701, 6295, 5787, 281, 0, 0, 0, 1.093735, 0.7561595
11751, 6284, 5798, 281, 0, 0, 0, 1.094221, 0.756273
11801, 6268, 5814, 281, 0, 0, 0, 1.095131, 0.7562222
11851, 6247, 5835, 281, 0, 0, 0, 1.096092, 0.7564133
11901, 6231, 5851, 281, 0, 0, 0, 1.097245, 0.7561132
11951, 6219, 5863, 281, 0, 0, 0, 1.097767, 0.7562582
12001, 6202, 5880, 281, 0, 0, 0, 1.098706, 0.7562557
12051, 6187, 5895, 281, 0, 0, 0, 1.099789, 0.7559903
12101, 6167, 5915, 281, 0, 0, 0, 1.101021, 0.7558684
12151, 6147, 5935, 281, 0, 0, 0, 1.102351, 0.7556534
12201, 6125, 5957, 281, 0, 0, 0, 1.103574, 0.7556761
12251, 6102, 5980, 281, 0, 0, 0, 1.104998, 0.7555616
12301, 6090, 5992, 281, 0, 0, 0, 1.105637, 0.7556122
12351, 6069, 6013, 281, 0, 0, 0, 1.10683, 0.7556301
12401, 6052, 6030, 281, 0, 0, 0, 1.107742, 0.7557047
12451, 6037, 6045, 281, 0, 0, 0, 1.108426, 0.7558948
12501, 6011, 6071, 281, 0, 0, 0, 1.10965, 0.7561931
12551, 5996, 6086, 281, 0, 0, 0, 1.110639, 0.7560896
12601, 5975, 6107, 281, 0, 0, 0, 1.111939, 0.7560369
12651, 5958, 6124, 281, 0, 0, 0, 1.112966, 0.7560259
12701, 5940, 6142, 281, 0, 0, 0, 1.114026, 0.7560466
12751, 5918, 6164, 281, 0, 0, 0, 1.115173, 0.756223
12801, 5898, 6184, 281, 0, 0, 0, 1.116323, 0.7562876
12851, 5883, 6199, 281, 0, 0, 0, 1.117303, 0.7562284
12901, 5870, 6212, 281, 0, 0, 0, 1.118188, 0.7561477
12951, 5848, 6234, 281, 0, 0, 0, 1.119584, 0.756116
13001, 5825, 6257, 281, 0, 0, 0, 1.121111, 0.7560308
13051, 5813, 6269, 281, 0, 0, 0, 1.121758, 0.7561293
13101, 5793, 6289, 281, 0, 0, 0, 1.122978, 0.7561681
13151, 5778, 6304, 281, 0, 0, 0, 1.124091, 0.7560213
13201, 5769, 6313, 281, 0, 0, 0, 1.124586, 0.7560933
13251, 5747, 6335, 281, 0, 0, 0, 1.126242, 0.7558707
13301, 5734, 6348, 281, 0, 0, 0, 1.127053, 0.755897
13351, 5720, 6362, 281, 0, 0, 0, 1.12822, 0.7556642
13401, 5708, 6374, 281, 0, 0, 0, 1.12897, 0.7556945
13451, 5698, 6384, 281, 0, 0, 0, 1.129442, 0.7558578
13501, 5683, 6399, 281, 0, 0, 0, 1.130398, 0.7558843
13551, 5671, 6411, 281, 0, 0, 0, 1.131013, 0.7560411
13601, 5652, 6430, 281, 0, 0, 0, 1.132231, 0.7560785
13651, 5630, 6452, 281, 0, 0, 0, 1.133684, 0.7560934
13701, 5613, 6469, 281, 0, 0, 0, 1.134777, 0.756137
13751, 5592, 6490, 281, 0, 0, 0, 1.136433, 0.7559359
13801, 5575, 6507, 281, 0, 0, 0, 1.137517, 0.7560008
13851, 5554, 6528, 281, 0, 0, 0, 1.138861, 0.7560848
13901, 5534, 6548, 281, 0, 0, 0, 1.140293, 0.7560439
13951, 5522, 6560, 281, 0, 0, 0, 1.141336, 0.7558689
14001, 5502, 6580, 281, 0, 0, 0, 1.142568, 0.75601
14051, 5490, 6592, 281, 0, 0, 0, 1.143384, 0.7560342
14101, 5480, 6602, 281, 0, 0, 0, 1.143865, 0.7562217
14151, 5465, 6617, 281, 0, 0, 0, 1.144963, 0.7561933
14201, 5448, 6634, 281, 0, 0, 0, 1.145878, 0.7564386
14251, 5430, 6652, 281, 0, 0, 0, 1.147031, 0.7565512
14301, 5413, 6669, 281, 0, 0, 0, 1.148135, 0.7566503
14351, 5401, 6681, 281, 0, 0, 0, 1.148818, 0.7568015
14401, 5384, 6698, 281, 0, 0, 0, 1.149791, 0.757014
14451, 5367, 6715, 281, 0, 0, 0, 1.150509, 0.7574346
14501, 5347, 6735, 281, 0, 0, 0, 1.152297, 0.7571822
14551, 5330, 6752, 281, 0, 0, 0, 1.153643, 0.7571144
14601, 5312, 6770, 281, 0, 0, 0, 1.15544, 0.756759
14651, 5297, 6785, 281, 0, 0, 0, 1.156861, 0.7565312
14701, 5279, 6803, 281, 0, 0, 0, 1.157933, 0.7567584
14751, 5269, 6813, 281, 0, 0, 0, 1.158887, 0.7566093
14801, 5253, 6829, 281, 0, 0, 0, 1.160357, 0.7564214
14851, 5241, 6841, 281, 0, 0, 0, 1.161466, 0.7562798
14901, 5220, 6862, 281, 0, 0, 0, 1.162723, 0.756564
14951, 5210, 6872, 281, 0, 0, 0, 1.163425, 0.7566228
15001, 5196, 6886, 281, 0, 0, 0, 1.164215, 0.7568535
15051, 5178, 6904, 281, 0, 0, 0, 1.165283, 0.7571146
15101, 5156, 6926, 281, 0, 0, 0, 1.166656, 0.7573889
15151, 5138, 6944, 281, 0, 0, 0, 1.168098, 0.7573832
15201, 5128, 6954, 281, 0, 0, 0, 1.168736, 0.757503
15251, 5112, 6970, 281, 0, 0, 0, 1.170217, 0.7573611
15301, 5089, 6993, 281, 0, 0, 0, 1.171925, 0.7574757
15351, 5070, 7012, 281, 0, 0, 0, 1.173628, 0.7573672
15401, 5056, 7026, 281, 0, 0, 0, 1.174821, 0.7573388
15451, 5039, 7043, 281, 0, 0, 0, 1.175609, 0.7577822
15501, 5022, 7060, 281, 0, 0, 0, 1.177159, 0.7576861
15551, 5007, 7075, 281, 0, 0, 0, 1.178088, 0.7579178
15601, 4992, 7090, 281, 0, 0, 0, 1.179119, 0.758081
15651, 4981, 7101, 281, 0, 0, 0, 1.180034, 0.7580915
15701, 4961, 7121, 281, 0, 0, 0, 1.180857, 0.7587032
15751, 4948, 7134, 281, 0, 0, 0, 1.181895, 0.7587521
15801, 4926, 7156, 281, 0, 0, 0, 1.183914, 0.7586633
15851, 4906, 7176, 281, 0, 0, 0, 1.185839, 0.7585324
15901, 4886, 7196, 281, 0, 0, 0, 1.187439, 0.7586337
15951, 4865, 7217, 281, 0, 0, 0, 1.189062, 0.7587877
16001, 4844, 7238, 281, 0, 0, 0, 1.190744, 0.7589099
16051, 4824, 7258, 281, 0, 0, 0, 1.192542, 0.758905
16101, 4808, 7274, 281, 0, 0, 0, 1.193903, 0.7589592
16151, 4791, 7291, 281, 0, 0, 0, 1.195499, 0.7589246
16201, 4778, 7304, 281, 0, 0, 0, 1.196853, 0.7588156
16251, 4763, 7319, 281, 0, 0, 0, 1.198021, 0.7589534
16301, 4751, 7331, 281, 0, 0, 0, 1.199082, 0.7589849
16351, 4744, 7338, 281, 0, 0, 0, 1.199612, 0.7590622
16401, 4735, 7347, 281, 0, 0, 0, 1.200309, 0.7591522
16451, 4726, 7356, 281, 0, 0, 0, 1.200724, 0.7594256
16501, 4711, 7371, 281, 0, 0, 0, 1.202337, 0.7592928
16551, 4694, 7388, 281, 0, 0, 0, 1.203578, 0.7595236
16601, 4684, 7398, 281, 0, 0, 0, 1.204765, 0.7593725
16651, 4670, 7412, 281, 0, 0, 0, 1.205856, 0.7595261
16701, 4657, 7425, 281, 0, 0, 0, 1.206962, 0.7596137
16751, 4642, 7440, 281, 0, 0, 0, 1.208183, 0.759754
16801, 4631, 7451, 281, 0, 0, 0, 1.209316, 0.7597117
16851, 4615, 7467, 281, 0, 0, 0, 1.211021, 0.7596215
16901, 4603, 7479, 281, 0, 0, 0, 1.212072, 0.7596985
16951, 4593, 7489, 281, 0, 0, 0, 1.213169, 0.7596303
17001, 4578, 7504, 281, 0, 0, 0, 1.214544, 0.759698
17051, 4564, 7518, 281, 0, 0, 0, 1.216042, 0.7596357
17101, 4555, 7527, 281, 0, 0, 0, 1.216945, 0.759635
17151, 4547, 7535, 281, 0, 0, 0, 1.217893, 0.759548
17201, 4534, 7548, 281, 0, 0, 0, 1.219095, 0.7596155
17251, 4524, 7558, 281, 0, 0, 0, 1.220125, 0.7596068
17301, 4519, 7563, 281, 0, 0, 0, 1.220724, 0.7595536
17351, 4510, 7572, 281, 0, 0, 0, 1.221742, 0.7594953
17401, 4498, 7584, 281, 0, 0, 0, 1.222821, 0.7595866
17451, 4485, 7597, 281, 0, 0, 0, 1.224462, 0.7594107
17501, 4475, 7607, 281, 0, 0, 0, 1.225557, 0.7593776
17551, 4463, 7619, 281, 0, 0, 0, 1.22722, 0.7591382
17601, 4450, 7632, 281, 0, 0, 0, 1.228577, 0.7591443
17651, 4441, 7641, 281, 0, 0, 0, 1.229333, 0.7592577
17701, 4435, 7647, 281, 0, 0, 0, 1.230041, 0.7592161
17751, 4422, 7660, 281, 0, 0, 0, 1.231283, 0.7592976
17801, 4415, 7667, 281, 0, 0, 0, 1.232299, 0.7591438
17851, 4405, 7677, 281, 0, 0, 0, 1.233368, 0.7591467
17901, 4396, 7686, 281, 0, 0, 0, 1.234362, 0.7591335
17951, 4388, 7694, 281, 0, 0, 0, 1.235115, 0.7591984
18001, 4376, 7706, 281, 0, 0, 0, 1.23646, 0.7591757
18051, 4369, 7713, 281, 0, 0, 0, 1.237317, 0.7591231
18101, 4365, 7717, 281, 0, 0, 0, 1.237807, 0.7590939
18151, 4356, 7726, 281, 0, 0, 0, 1.23867, 0.7591649
18201, 4348, 7734, 281, 0, 0, 0, 1.239421, 0.7592385
18251, 4342, 7740, 281, 0, 0, 0, 1.240072, 0.7592458
18301, 4337, 7745, 281, 0, 0, 0, 1.24054, 0.759294
18351, 4330, 7752, 281, 0, 0, 0, 1.241276, 0.7593177
18401, 4322, 7760, 281, 0, 0, 0, 1.242149, 0.7593285
18451, 4318, 7764, 281, 0, 0, 0, 1.242402, 0.759436
18501, 4311, 7771, 281, 0, 0, 0, 1.243303, 0.7593717
18551, 4305, 7777, 281, 0, 0, 0, 1.243881, 0.7594252
18601, 4300, 7782, 281, 0, 0, 0, 1.244615, 0.7593304
18651, 4299, 7783, 281, 0, 0, 0, 1.244612, 0.7593946
18701, 4297, 7785, 281, 0, 0, 0, 1.244765, 0.7594348
18751, 4293, 7789, 281, 0, 0, 0, 1.24529, 0.7593945
18801, 4290, 7792, 281, 0, 0, 0, 1.245374, 0.7595353
18851, 4289, 7793, 281, 0, 0, 0, 1.245472, 0.7595441
18901, 4284, 7798, 281, 0, 0, 0, 1.246191, 0.7594603
18951, 4284, 7798, 281, 0, 0, 0, 1.246191, 0.7594603
19001, 4280, 7802, 281, 0, 0, 0, 1.246259, 0.7596726
19051, 4276, 7806, 281, 0, 0, 0, 1.246699, 0.759681
19101, 4274, 7808, 281, 0, 0, 0, 1.246853, 0.7597213
19151, 4267, 7815, 281, 0, 0, 0, 1.247411, 0.7598529
