Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
19201, 4264, 7818, 281, 0, 0, 0, 1.247831, 0.7598112
19251, 4263, 7819, 281, 0, 0, 0, 1.247953, 0.7598069
19301, 4260, 7822, 281, 0, 0, 0, 1.248379, 0.7597623
19351, 4256, 7826, 281, 0, 0, 0, 1.248903, 0.7597268
19401, 4251, 7831, 281, 0, 0, 0, 1.249394, 0.759773
19451, 4251, 7831, 281, 0, 0, 0, 1.249394, 0.759773
19501, 4244, 7838, 281, 0, 0, 0, 1.250337, 0.7596996
19551, 4240, 7842, 281, 0, 0, 0, 1.250942, 0.7596227
19601, 4238, 7844, 281, 0, 0, 0, 1.251198, 0.7596095
19651, 4233, 7849, 281, 0, 0, 0, 1.251695, 0.7596547
19701, 4227, 7855, 281, 0, 0, 0, 1.252395, 0.7596538
19751, 4224, 7858, 281, 0, 0, 0, 1.252833, 0.7596068
19801, 4220, 7862, 281, 0, 0, 0, 1.253271, 0.7596222
19851, 4215, 7867, 281, 0, 0, 0, 1.25383, 0.7596367
19901, 4211, 7871, 281, 0, 0, 0, 1.254445, 0.7595587
19951, 4202, 7880, 281, 0, 0, 0, 1.255609, 0.7595032
20001, 4199, 7883, 281, 0, 0, 0, 1.255923, 0.7595249
20051, 4196, 7886, 281, 0, 0, 0, 1.256387, 0.7594668
20101, 4190, 7892, 281, 0, 0, 0, 1.257, 0.759519
20151, 4184, 7898, 281, 0, 0, 0, 1.258055, 0.7593383
20201, 4181, 7901, 281, 0, 0, 0, 1.258431, 0.7593288
20251, 4176, 7906, 281, 0, 0, 0, 1.258841, 0.7594274
20301, 4172, 7910, 281, 0, 0, 0, 1.259449, 0.7593593
20351, 4168, 7914, 281, 0, 0, 0, 1.259856, 0.7593977
20401, 4164, 7918, 281, 0, 0, 0, 1.260128, 0.7595079
20451, 4161, 7921, 281, 0, 0, 0, 1.260369, 0.759571
20501, 4157, 7925, 281, 0, 0, 0, 1.260803, 0.759596
20551, 4154, 7928, 281, 0, 0, 0, 1.261334, 0.7595074
20601, 4149, 7933, 281, 0, 0, 0, 1.261801, 0.7595791
20651, 4149, 7933, 281, 0, 0, 0, 1.261801, 0.7595791
20701, 4145, 7937, 281, 0, 0, 0, 1.262173, 0.759638
20751, 4142, 7940, 281, 0, 0, 0, 1.262585, 0.759613
20801, 4140, 7942, 281, 0, 0, 0, 1.262845, 0.7596043
20851, 4138, 7944, 281, 0, 0, 0, 1.262993, 0.759654
20901, 4136, 7946, 281, 0, 0, 0, 1.263193, 0.7596763
20951, 4136, 7946, 281, 0, 0, 0, 1.263193, 0.7596763
21001, 4131, 7951, 281, 0, 0, 0, 1.263521, 0.7598227
21051, 4128, 7954, 281, 0, 0, 0, 1.263974, 0.7597775
21101, 4124, 7958, 281, 0, 0, 0, 1.264587, 0.7597131
21151, 4118, 7964, 281, 0, 0, 0, 1.26567, 0.7595335
21201, 4117, 7965, 281, 0, 0, 0, 1.265767, 0.7595469
21251, 4116, 7966, 281, 0, 0, 0, 1.265853, 0.7595664
21301, 4115, 7967, 281, 0, 0, 0, 1.265973, 0.7595676
21351, 4113, 7969, 281, 0, 0, 0, 1.266168, 0.7595941
21401, 4112, 7970, 281, 0, 0, 0, 1.266235, 0.7596232
21451, 4107, 7975, 281, 0, 0, 0, 1.266519, 0.7597947
21501, 4106, 7976, 281, 0, 0, 0, 1.266616, 0.7598081
21551, 4104, 7978, 281, 0, 0, 0, 1.266996, 0.7597399
21601, 4102, 7980, 281, 0, 0, 0, 1.267156, 0.7597847
21651, 4101, 7981, 281, 0, 0, 0, 1.26718, 0.7598357
21701, 4100, 7982, 281, 0, 0, 0, 1.267142, 0.759919
21751, 4096, 7986, 281, 0, 0, 0, 1.267365, 0.7600586
21801, 4093, 7989, 281, 0, 0, 0, 1.267913, 0.7599683
21851, 4090, 7992, 281, 0, 0, 0, 1.268315, 0.7599534
21901, 4087, 7995, 281, 0, 0, 0, 1.26877, 0.7599112
21951, 4086, 7996, 281, 0, 0, 0, 1.2688, 0.7599595
22001, 4085, 7997, 281, 0, 0, 0, 1.268905, 0.7599695
22051, 4084, 7998, 281, 0, 0, 0, 1.269051, 0.7599588
22101, 4083, 7999, 281, 0, 0, 0, 1.269093, 0.7600011
22151, 4083, 7999, 281, 0, 0, 0, 1.269093, 0.7600011
22201, 4083, 7999, 281, 0, 0, 0, 1.269093, 0.7600011
22251, 4082, 8000, 281, 0, 0, 0, 1.269065, 0.760079
22301, 4082, 8000, 281, 0, 0, 0, 1.269065, 0.760079
22351, 4081, 8001, 281, 0, 0, 0, 1.269197, 0.7600753
22401, 4080, 8002, 281, 0, 0, 0, 1.269384, 0.7600436
22451, 4080, 8002, 281, 0, 0, 0, 1.269384, 0.7600436
22501, 4080, 8002, 281, 0, 0, 0, 1.269384, 0.7600436
22551, 4080, 8002, 281, 0, 0, 0, 1.269384, 0.7600436
22601, 4078, 8004, 281, 0, 0, 0, 1.269444, 0.7601401
22651, 4077, 8005, 281, 0, 0, 0, 1.269611, 0.7601186
22701, 4077, 8005, 281, 0, 0, 0, 1.269611, 0.7601186
22751, 4077, 8005, 281, 0, 0, 0, 1.269611, 0.7601186
22801, 4074, 8008, 281, 0, 0, 0, 1.269962, 0.7601312
22851, 4074, 8008, 281, 0, 0, 0, 1.269962, 0.7601312
22901, 4074, 8008, 281, 0, 0, 0, 1.269962, 0.7601312
22951, 4071, 8011, 281, 0, 0, 0, 1.270095, 0.7602543
23001, 4069, 8013, 281, 0, 0, 0, 1.27028, 0.7602876
23051, 4069, 8013, 281, 0, 0, 0, 1.27028, 0.7602876
23101, 4067, 8015, 281, 0, 0, 0, 1.270427, 0.7603406
23151, 4067, 8015, 281, 0, 0, 0, 1.270427, 0.7603406
23201, 4065, 8017, 281, 0, 0, 0, 1.270584, 0.7603883
23251, 4064, 8018, 281, 0, 0, 0, 1.270767, 0.760359
23301, 4061, 8021, 281, 0, 0, 0, 1.271267, 0.7602969
23351, 4058, 8024, 281, 0, 0, 0, 1.271638, 0.7603003
23401, 4055, 8027, 281, 0, 0, 0, 1.272021, 0.7602976
23451, 4051, 8031, 281, 0, 0, 0, 1.272579, 0.760271
23501, 4046, 8036, 281, 0, 0, 0, 1.27305, 0.7603526
23551, 4045, 8037, 281, 0, 0, 0, 1.273146, 0.7603682
23601, 4040, 8042, 281, 0, 0, 0, 1.273928, 0.7602942
23651, 4036, 8046, 281, 0, 0, 0, 1.27461, 0.7602072
23701, 4033, 8049, 281, 0, 0, 0, 1.274791, 0.7603083
23751, 4026, 8056, 281, 0, 0, 0, 1.275477, 0.7604127
23801, 4024, 8058, 281, 0, 0, 0, 1.275554, 0.7605019
23851, 4021, 8061, 281, 0, 0, 0, 1.275862, 0.7605401
23901, 4018, 8064, 281, 0, 0, 0, 1.276289, 0.7605188
23951, 4011, 8071, 281, 0, 0, 0, 1.276865, 0.7606804
24001, 4010, 8072, 281, 0, 0, 0, 1.277063, 0.7606459
24051, 4007, 8075, 281, 0, 0, 0, 1.27715, 0.7607945
24101, 4007, 8075, 281, 0, 0, 0, 1.27715, 0.7607945
24151, 4005, 8077, 281, 0, 0, 0, 1.277509, 0.7607441
24201, 4003, 8079, 281, 0, 0, 0, 1.277697, 0.7607791
24251, 4001, 8081, 281, 0, 0, 0, 1.277755, 0.7608785
24301, 3998, 8084, 281, 0, 0, 0, 1.27803, 0.7609339
24351, 3997, 8085, 281, 0, 0, 0, 1.278104, 0.7609615
24401, 3994, 8088, 281, 0, 0, 0, 1.278489, 0.7609631
24451, 3994, 8088, 281, 0, 0, 0, 1.278489, 0.7609631
24501, 3992, 8090, 281, 0, 0, 0, 1.278672, 0.7610008
24551, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24601, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24651, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24701, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24751, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24801, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24851, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24901, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
24951, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25001, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25051, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25101, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25151, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25201, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25251, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25301, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25351, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25401, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25451, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25501, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25551, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25601, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25651, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25701, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25751, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25801, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25851, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25901, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
25951, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26001, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26051, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26101, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26151, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26201, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26251, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26301, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26351, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26401, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26451, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
26501, 3991, 8091, 281, 0, 0, 0, 1.278789, 0.7610069
