94, 0.05, 0.4
5.510848, -1.061455, 0.8199238
5.489532, 0.5947877, 0.4364565
5.896107, 1.754726, 0.3926727
5.99501, 2.886962, 0.3438751
5.608129, 3.90592, 0.3460568
4.712341, 4.404547, 0.2791576
3.493526, 4.726068, 0.5813528
1.821981, 5.769214, 0.9889809
-1.657241, 7.024939, 2.218937
-4.825861, 1.912855, 0.2763635
-5.188363, 0.8501417, 0.4464755
-5.269246, -1.240202, 0.2021364
-6.059144, -2.449194, 0.842024
-4.865971, -3.355398, 0.256264
-4.200375, -4.112371, 0.3517173
-3.638366, -5.36663, 0.6226985
-2.399368, -5.74929, 0.2740455
-1.613934, -6.286113, 0.2773148
-0.4708784, -6.986217, 0.663104
1.229375, -7.511335, 0.7163933
2.051184, -6.474813, 0.2063873
3.723237, -6.306303, 1.074135
3.925733, -4.632232, 0.2121392
3.947289, -3.57455, 0.4457622
5.571388, -3.071378, 0.8544961
7.011928, -1.97529, 0.5556324
6.854795, -0.7698342, 0.2600211
6.369924, -0.02913876, 0.225264
6.481821, 0.8959247, 0.3065424
7.047571, 2.00866, 0.5417583
6.878492, 3.305768, 0.3663223
6.415271, 4.196369, 0.2375422
5.625295, 5.079795, 0.5475755
4.448032, 5.369382, 0.2647815
3.527341, 5.987422, 0.4441124
2.879239, 6.789509, 0.1870906
2.088346, 7.379826, 0.3998171
1.090597, 7.061543, 0.2474682
1.058368, 8.149229, 0.4406954
0.332415, 9.258204, 0.4847612
-0.7052502, 9.626658, 0.2163779
-1.743597, 9.995354, 0.4854843
-3.095898, 9.708818, 0.4968399
-4.069186, 8.785994, 0.4443889
-4.348716, 7.74367, 0.2347663
-4.513237, 6.737104, 0.3851562
-4.533443, 5.055889, 0.8961799
-4.828106, 3.253102, 0.5305297
-5.558336, 2.316103, 0.2574104
-6.091306, 1.469786, 0.3427443
-6.104084, 0.4066007, 0.320518
-5.810831, -0.5834135, 0.3120157
-6.844616, -1.09405, 0.441007
-7.535769, -2.078719, 0.3620162
-7.427708, -3.303783, 0.4678045
-6.239727, -4.004366, 0.511368
-5.116577, -4.91788, 0.5363799
-4.92755, -7.06084, 1.214901
-3.132735, -6.471716, 0.2741279
-2.172415, -7.336026, 0.617865
-1.101184, -8.121727, 0.3106159
0.08814313, -8.905756, 0.7138839
1.612877, -8.955843, 0.4116725
2.867676, -8.156588, 0.6760537
4.243035, -7.994709, 0.3087994
5.461781, -7.379985, 0.6562016
6.851902, -5.363881, 1.392698
8.207285, -3.171197, 0.7850772
8.497087, -1.300024, 0.7084042
7.707629, 0.3496913, 0.7204767
8.152601, 1.769764, 0.3676786
8.090677, 3.105097, 0.5690892
8.100535, 5.799382, 1.725214
5.647041, 6.231857, 0.3661045
4.551292, 6.203887, 0.3300012
3.790238, 7.1142, 0.4565371
2.922291, 7.739711, 0.2133207
2.21933, 8.580538, 0.4826466
1.312471, 9.30562, 0.2784469
0.8795769, 10.21023, 0.3244087
-0.2054542, 10.40149, 0.3773499
-1.196581, 10.91054, 0.3368585
-2.270615, 10.93683, 0.337498
-3.27416, 10.7066, 0.2921183
-7.014908, 11.36598, 3.106299
-5.263897, 7.78413, 0.4806384
-6.048983, 6.330818, 0.7711709
-8.059463, 3.660144, 2.171662
-7.042848, 0.9151953, 0.3554954
-8.293322, -0.1938038, 0.9159001
-8.642262, -1.957748, 0.4822261
-9.333142, -3.878436, 1.15894
-7.522671, -4.371935, 0.3175854
-6.719449, -5.144752, 0.3970498
-7.52652, -6.835794, 1.076713
-6.401185, -8.652082, 0.6599383
-4.813701, -9.171322, 0.6103057
-3.785824, -8.415771, 0.265386
-2.780484, -8.431977, 0.3400841
-1.800911, -8.69899, 0.2752286
-1.343549, -10.15329, 0.8492967
0.3231076, -10.3477, 0.4286593
1.581824, -10.1136, 0.45164
2.897866, -9.65712, 0.5413222
4.015678, -8.918564, 0.3984424
5.329232, -8.808125, 0.5197461
6.566382, -8.234932, 0.4437388
7.823606, -7.491749, 0.6167169
9.412611, -6.323736, 0.9553864
9.807814, -4.234329, 0.7710674
9.784623, -2.458717, 0.6046957
10.20416, -0.7213143, 0.7826424
9.181423, 0.5881996, 0.478927
9.304462, 1.999877, 0.5381026
9.118114, 3.132572, 0.2098189
10.254, 3.967515, 0.7999187
10.38133, 5.428453, 0.2665588
10.54685, 6.629642, 0.5459805
9.667124, 7.756053, 0.483261
8.335692, 8.331183, 0.5670781
7.186423, 7.855767, 0.2766421
6.08339, 7.333469, 0.5437995
4.76393, 7.903428, 0.4934999
3.625347, 8.14344, 0.2701051
3.289347, 9.18144, 0.4209224
2.214012, 9.77977, 0.409664
1.67518, 10.85904, 0.3966366
0.607865, 11.08403, 0.2941341
-0.2713122, 11.26936, 0.2043644
-1.105444, 12.14163, 0.60255
-2.749537, 12.15439, 0.6415925
-3.700157, 13.14848, 0.3338694
-4.282086, 14.31407, 0.5689144
-5.575048, 15.21343, 0.6060741
-7.232461, 15.47709, 0.6721792
-9.085546, 15.11641, 0.8156812
-10.15077, 13.79528, 0.4813956
-10.78457, 12.5736, 0.4949038
-10.89018, 11.23245, 0.4504045
-10.7815, 9.713258, 0.672668
-9.717726, 8.374426, 0.6373251
-8.368724, 7.723792, 0.4603834
-7.204283, 7.666221, 0.3054793
-7.463089, 6.553766, 0.4366841
-8.477944, 6.303007, 0.2086927
-9.510828, 6.155094, 0.4347284
-11.45746, 5.349833, 1.271885
-10.75886, 3.556205, 0.252991
-10.64405, 2.615265, 0.2949273
-10.26852, 0.9470351, 1.015047
-11.50152, -1.751602, 1.551925
-11.11086, -4.008252, 0.3382898
-10.76424, -5.049279, 0.3589269
-9.777576, -5.723408, 0.4360399
-9.587743, -7.279193, 0.7312832
-8.511813, -8.096087, 0.2196202
-7.744818, -8.332839, 0.1830834
-7.668431, -9.400594, 0.4874005
-6.259805, -10.5856, 0.9533759
-4.62825, -10.33801, 0.2968575
-3.583051, -9.832362, 0.4642299
-2.503091, -9.309893, 0.3354733
-2.695809, -10.80046, 0.3675
-1.857124, -11.75398, 0.5023829
-0.4916467, -11.61616, 0.470033
0.7123117, -11.37135, 0.3585611
1.770087, -11.15628, 0.320859
3.00661, -10.96864, 0.5298193
4.154179, -10.09518, 0.5123447
5.673819, -10.24674, 0.6148334
6.358465, -9.179092, 0.2534739
7.357656, -9.02747, 0.357155
8.556008, -8.655995, 0.4974533
10.34327, -8.384787, 0.9102662
11.0501, -6.802896, 0.422361
10.94985, -5.548901, 0.435635
11.212, -4.377817, 0.3644306
11.56872, -2.784214, 0.8686101
11.77612, -1.067397, 0.4606881
11.43229, 0.1292991, 0.3844211
10.76225, 1.417054, 0.6672244
10.20315, 2.636877, 0.2746244
11.22035, 2.897255, 0.3753714
11.59903, 3.872964, 0.2712465
12.67552, 5.75217, 1.494453
11.31864, 7.614076, 0.4094198
10.52354, 8.502952, 0.3831745
9.307757, 12.05505, 2.971227
7.390695, 9.009843, 0.2271626
5.983377, 8.926775, 0.7826046
4.424205, 9.760491, 0.5854741
3.159485, 10.43676, 0.4487
2.56268, 11.73884, 0.5836425
1.106078, 12.02055, 0.4999492
0.0173599, 12.40694, 0.2553013
